,R_0,R_1,R_2,R_3,R_4,City_State,County_Name,Secondary_Name,State
254,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Newbury town,MA
255,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Newburyport city,MA
256,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Peabody city,MA
257,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Rockport town,MA
258,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Rowley town,MA
259,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Salem city,MA
260,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Salisbury town,MA
261,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Saugus town,MA
262,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Swampscott town,MA
263,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Topsfield town,MA
264,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,Wenham town,MA
265,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Acton town,MA
266,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Arlington town,MA
267,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Ashby town,MA
268,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Ashland town,MA
269,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Ayer town,MA
270,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Bedford town,MA
271,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Belmont town,MA
272,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Boxborough town,MA
273,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Burlington town,MA
274,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Cambridge city,MA
275,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Carlisle town,MA
276,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Concord town,MA
277,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Everett city,MA
278,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Framingham town,MA
279,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Holliston town,MA
280,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Hopkinton town,MA
281,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Hudson town,MA
282,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Lexington town,MA
283,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Lincoln town,MA
284,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Littleton town,MA
285,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Malden city,MA
286,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Marlborough city,MA
287,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Maynard town,MA
288,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Medford city,MA
289,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Melrose city,MA
290,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Natick town,MA
291,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Newton city,MA
292,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,North Reading town,MA
293,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Reading town,MA
294,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Sherborn town,MA
295,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Shirley town,MA
296,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Somerville city,MA
297,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Stoneham town,MA
298,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Stow town,MA
299,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Sudbury town,MA
300,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Townsend town,MA
301,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Wakefield town,MA
302,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Waltham city,MA
303,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Watertown city,MA
304,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Wayland town,MA
305,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Weston town,MA
306,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Wilmington town,MA
307,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Winchester town,MA
308,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,Woburn city,MA
309,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Bellingham town,MA
310,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Braintree Town city,MA
311,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Brookline town,MA
312,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Canton town,MA
313,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Cohasset town,MA
314,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Dedham town,MA
315,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Dover town,MA
316,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Foxborough town,MA
317,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Franklin Town city,MA
318,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Holbrook town,MA
319,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Medfield town,MA
320,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Medway town,MA
321,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Millis town,MA
322,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Milton town,MA
323,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Needham town,MA
324,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Norfolk town,MA
325,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Norwood town,MA
326,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Plainville town,MA
327,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Quincy city,MA
328,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Randolph town,MA
329,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Sharon town,MA
330,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Stoughton town,MA
331,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Walpole town,MA
332,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Wellesley town,MA
333,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Westwood town,MA
334,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Weymouth Town city,MA
335,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,Wrentham town,MA
336,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Carver town,MA
337,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Duxbury town,MA
338,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Hanover town,MA
339,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Hingham town,MA
340,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Hull town,MA
341,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Kingston town,MA
342,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Marshfield town,MA
343,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Norwell town,MA
344,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Pembroke town,MA
345,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Plymouth town,MA
346,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Rockland town,MA
347,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Scituate town,MA
348,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,Wareham town,MA
349,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Suffolk County,Boston city,MA
350,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Suffolk County,Chelsea city,MA
351,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Suffolk County,Revere city,MA
352,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Suffolk County,Winthrop Town city,MA
353,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Rockingham County,Seabrook town,NH
354,1813,2008,2443,3044,3309,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Rockingham County,South Hampton town,NH
355,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Norfolk County,Avon town,MA
356,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Abington town,MA
357,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Bridgewater town,MA
358,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Brockton city,MA
359,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,East Bridgewater town,MA
360,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Halifax town,MA
361,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Hanson town,MA
362,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Lakeville town,MA
363,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Marion town,MA
364,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Mattapoisett town,MA
365,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Middleborough town,MA
366,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Plympton town,MA
367,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Rochester town,MA
368,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,West Bridgewater town,MA
369,1141,1244,1639,2057,2403,"Brockton, MA HUD Metro FMR Area",Plymouth County,Whitman town,MA
370,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,Andover town,MA
371,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,Boxford town,MA
372,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,Georgetown town,MA
373,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,Groveland town,MA
374,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,Haverhill city,MA
375,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,Lawrence city,MA
376,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,Merrimac town,MA
377,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,Methuen city,MA
378,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,North Andover town,MA
379,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,West Newbury town,MA
380,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Atkinson town,NH
381,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Chester town,NH
382,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Danville town,NH
383,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Derry town,NH
384,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Fremont town,NH
385,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Hampstead town,NH
386,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Kingston town,NH
387,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Newton town,NH
388,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Plaistow town,NH
389,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Raymond town,NH
390,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Salem town,NH
391,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Sandown town,NH
392,1028,1184,1525,1900,2066,"Lawrence, MA-NH HUD Metro FMR Area",Rockingham County,Windham town,NH
393,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Billerica town,MA
394,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Chelmsford town,MA
395,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Dracut town,MA
396,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Dunstable town,MA
397,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Groton town,MA
398,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Lowell city,MA
399,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Pepperell town,MA
400,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Tewksbury town,MA
401,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Tyngsborough town,MA
402,1139,1270,1639,2042,2220,"Lowell, MA HUD Metro FMR Area",Middlesex County,Westford town,MA
403,1208,1257,1626,2291,2299,"Western Rockingham County, NH HUD Metro FMR Area",Rockingham County,Auburn town,NH
404,1208,1257,1626,2291,2299,"Western Rockingham County, NH HUD Metro FMR Area",Rockingham County,Candia town,NH
405,1208,1257,1626,2291,2299,"Western Rockingham County, NH HUD Metro FMR Area",Rockingham County,Deerfield town,NH
406,1208,1257,1626,2291,2299,"Western Rockingham County, NH HUD Metro FMR Area",Rockingham County,Londonderry town,NH
407,1208,1257,1626,2291,2299,"Western Rockingham County, NH HUD Metro FMR Area",Rockingham County,Northwood town,NH
408,1208,1257,1626,2291,2299,"Western Rockingham County, NH HUD Metro FMR Area",Rockingham County,Nottingham town,NH
409,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Brentwood town,NH
410,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,East Kingston town,NH
411,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Epping town,NH
412,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Exeter town,NH
413,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Greenland town,NH
414,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Hampton town,NH
415,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Hampton Falls town,NH
416,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Kensington town,NH
417,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,New Castle town,NH
418,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Newfields town,NH
419,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Newington town,NH
420,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Newmarket town,NH
421,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,North Hampton town,NH
422,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Portsmouth city,NH
423,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Rye town,NH
424,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Rockingham County,Stratham town,NH
425,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,Barrington town,NH
426,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,Dover city,NH
427,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,Durham town,NH
428,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,Farmington town,NH
429,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,Lee town,NH
430,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,Madbury town,NH
431,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,Middleton town,NH
432,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,Milton town,NH
433,1067,1098,1403,1915,2360,"Portsmouth-Rochester, NH HUD Metro FMR Area",Strafford County,New Durham town,NH
